"","id","s_g3","r_g3","m_g3","s_g5","r_g5","m_g5","s_g8","r_g8","m_g8","st_g3","rt_g3","mt_g3","st_g5","rt_g5","mt_g5","st_g8","rt_g8","mt_g8"
"705",7303,75.17,186.88,129.53,NA,NA,NA,NA,NA,NA,0.736,2.151,1.83,NA,NA,NA,NA,NA,NA
"706",7312,65.1,172.43,122.28,NA,NA,NA,86.23,185.02,164.46,0.274,1.951,1.748,NA,NA,NA,0.915,1.454,1.943
"707",7322,67.22,146.67,104.2,79.75,189.59,144.39,102.78,168.33,164.04,0.407,1.521,1.404,1.23,1.847,1.79,2.098,1.225,1.927
"708",7333,65.71,147.01,88.84,68.22,166.58,117.04,82.98,182.31,143.88,0.322,1.549,1.146,0.581,1.51,1.199,0.755,1.411,1.433
"709",7342,77.5,178.95,131.52,78.9,184.53,153.9,103.82,186.22,164.91,0.753,2,1.929,1.161,1.845,1.989,2.226,1.474,1.961
"710",7344,54.62,142.98,116.22,69.51,164.76,142.11,96.48,183.88,157.73,-0.119,1.468,1.592,0.683,1.418,1.675,1.528,1.435,1.731
"711",7346,66.74,NA,98.33,69.09,NA,129.53,84.31,165,154.58,0.337,NA,1.294,0.617,NA,1.474,0.819,1.186,1.654
"712",7359,46.98,117.88,102.47,77.11,143.76,129.52,104.41,185.72,148.64,-0.455,1.202,1.367,1.016,1.183,1.456,2.306,1.465,1.526
"713",7365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",7369,71.23,157.82,139.25,84.04,148.45,152.57,93.09,188.42,162.13,0.57,1.707,2.068,1.534,1.268,1.908,1.3,1.513,1.859
"715",7370,47.8,114.23,77.88,67.52,125.4,89.85,81.04,164.86,115.26,-0.434,1.208,0.971,0.568,0.993,0.821,0.665,1.184,0.96
"716",7372,73.43,165.66,144.2,68.87,189.42,147.1,96.93,189.34,161.22,0.634,1.849,2.185,0.626,1.923,1.883,1.561,1.53,1.83
"717",7377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",7400,55.94,126.63,92.63,73.96,148.41,106.35,93.82,163.87,129.64,-0.079,1.326,1.226,0.931,1.229,1.135,1.346,1.173,1.185
"719",7410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",7450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",7453,27.74,NA,61.87,22.57,89.5,61.6,NA,NA,NA,-1.576,NA,0.591,-2.245,0.575,0.319,NA,NA,NA
"722",7470,NA,NA,NA,NA,NA,NA,101.46,197.49,161.89,NA,NA,NA,NA,NA,NA,1.954,1.723,1.851
"723",7475,62.24,145.44,112.98,NA,NA,NA,NA,NA,NA,0.152,1.419,1.561,NA,NA,NA,NA,NA,NA
"724",7478,65.16,145.53,108.53,NA,NA,NA,NA,NA,NA,0.289,1.527,1.49,NA,NA,NA,NA,NA,NA
"725",7479,78.95,158.75,126.14,NA,NA,NA,NA,NA,NA,0.903,1.655,1.774,NA,NA,NA,NA,NA,NA
"726",7480,50.52,127.37,88.74,72.33,161.23,132.13,NA,NA,NA,-0.274,1.313,1.149,0.782,1.375,1.448,NA,NA,NA
"727",7498,57.94,104.38,72.54,NA,NA,NA,NA,NA,NA,-0.001,1.016,0.828,NA,NA,NA,NA,NA,NA
"728",7504,NA,NA,NA,NA,NA,NA,68.41,139.31,138.56,NA,NA,NA,NA,NA,NA,0.131,0.924,1.336
"729",7534,43.5,119.33,122.69,55.57,148.91,124.41,77.16,153.46,142.2,-0.57,1.186,1.763,-0.072,1.292,1.306,0.491,1.061,1.402
"730",7535,20.9,NA,58.76,25.21,84.9,59.69,40.93,104.88,83.49,-1.95,NA,0.516,-1.986,0.45,0.253,-0.96,0.593,0.518
"731",7539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",7556,52.97,148.53,104,72.18,182.71,139.55,91.1,185.46,166.47,-0.203,1.523,1.4,0.772,1.736,1.641,1.18,1.461,2.031
"733",7558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",7569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",7578,55.85,129.86,88.94,55.28,161.2,112.73,82.35,201.29,140.84,-0.09,1.391,1.145,-0.096,1.416,1.221,0.725,1.855,1.377
"736",7603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",7625,52.74,123.27,103.08,65.51,136.76,136.71,75.19,124.77,149.35,-0.223,1.282,1.384,0.405,1.13,1.562,0.407,0.788,1.54
"738",7626,72.75,181.44,135.6,80.21,194.04,154.26,103.01,205.56,169.67,0.596,2.062,2.012,1.284,2.008,1.991,2.125,2.076,2.232
"739",7641,64.78,125.6,91.51,64.56,165.58,118,95.52,178.55,139.07,0.214,1.249,1.22,0.393,1.425,1.175,1.46,1.356,1.345
"740",7658,75.1,173,133.62,87.61,181.79,162.18,104.31,164.55,160.33,0.669,1.936,1.884,1.7,1.766,2.305,2.292,1.18,1.803
"741",7663,64.13,175.12,141.29,83.08,193.13,160.83,102.69,199.87,171.15,0.225,1.83,2.112,1.422,1.965,2.257,2.087,1.801,2.381
"742",7674,50.03,144.81,93.04,55.46,156.14,131.56,79.46,188.3,147.37,-0.299,1.492,1.233,-0.079,1.372,1.461,0.593,1.511,1.5
"743",7684,59.56,148.29,112.81,73.29,177.88,147.76,92.98,179.93,153.9,0.051,1.514,1.542,0.908,1.625,1.823,1.293,1.376,1.638
"744",7697,49.75,106.27,90.73,NA,NA,NA,NA,NA,NA,-0.343,1.063,1.199,NA,NA,NA,NA,NA,NA
"745",7699,47.03,NA,80,NA,NA,NA,NA,NA,NA,-0.433,NA,1.004,NA,NA,NA,NA,NA,NA
"746",7709,77.08,149.16,109.39,87.72,168.14,137.55,105.04,188.44,168.34,0.774,1.635,1.501,1.718,1.509,1.587,2.4,1.513,2.136
"747",7719,NA,NA,NA,NA,NA,NA,82.03,184.89,140.96,NA,NA,NA,NA,NA,NA,0.71,1.452,1.379
"748",7728,68.63,160.09,132.04,NA,NA,NA,NA,NA,NA,0.406,1.75,1.869,NA,NA,NA,NA,NA,NA
"749",7734,30.37,87.77,104.08,43.85,124.9,115.55,45.52,109.49,116.83,-1.202,0.768,1.4,-0.663,0.995,1.174,-0.763,0.64,0.984
"750",7755,60.7,106.26,90.99,65.62,143.37,131.63,95.71,150.81,138.31,0.124,1.02,1.216,0.468,1.178,1.462,1.473,1.035,1.332
"751",7757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",7786,49.52,140.79,101.67,80.3,182.38,140.43,95.84,185.95,153.44,-0.318,1.46,1.347,1.279,1.8,1.722,1.482,1.469,1.628
"753",7791,37.52,NA,45.46,50.28,74.07,56.13,38.44,116.09,86.41,-0.866,NA,0.068,-0.3,0.283,0.166,-1.073,0.706,0.56
"754",7792,66.53,146.5,97.17,70.01,163.78,117.56,61.11,145.92,125.76,0.348,1.516,1.275,0.684,1.4,1.212,-0.152,0.987,1.122
"755",7814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",7815,28.43,88.63,79.97,NA,NA,NA,NA,NA,NA,-1.327,0.801,1.001,NA,NA,NA,NA,NA,NA
"757",7819,44.24,108.46,91.69,60.13,166.9,121.71,82.36,178.87,146.46,-0.548,1.168,1.218,0.215,1.521,1.334,0.726,1.361,1.482
"758",7839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",7840,44.21,53.49,66.53,56.94,106.91,75.37,54.62,102.65,83.53,-0.529,-0.076,0.726,-0.021,0.794,0.632,-0.401,0.569,0.519
"760",7850,26.73,55.93,64.31,42.67,87.51,76.62,73.18,112.8,89.9,-1.446,0.008,0.668,-0.72,0.502,0.656,0.323,0.673,0.608
"761",7860,34.04,74.96,58.32,40.4,122.79,80.42,61.21,118.99,80.93,-0.997,0.54,0.506,-0.856,0.943,0.63,-0.148,0.734,0.481
"762",7883,40.69,122.47,88.05,47.67,144.58,113.85,76.26,183.04,138.87,-0.68,1.217,1.125,-0.435,1.188,1.157,0.453,1.422,1.342
"763",7885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",7888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",7903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",7910,29.24,NA,73.63,51.18,77.04,90.3,NA,NA,NA,-1.264,NA,0.858,-0.296,0.366,0.716,NA,NA,NA
"767",7957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",7996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",8021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",8024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",8031,49.32,115.27,71.36,62.04,134.75,106.45,74.41,161.52,142.42,-0.333,1.17,0.811,0.282,1.038,1.152,0.374,1.147,1.406
"772",8054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",8068,50.86,152.39,108.43,61.84,165.69,119.17,81.82,198.81,141.73,-0.297,1.671,1.493,0.265,1.434,1.282,0.701,1.765,1.393
"774",8079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",8101,50.39,136.75,114.75,52.58,149.06,131.3,82.04,171.68,140.9,-0.31,1.436,1.582,-0.198,1.296,1.444,0.711,1.265,1.378
"776",8108,81.73,175.63,132.1,94.21,179.81,160.77,104.7,205.22,167.95,0.927,1.943,1.867,2.178,1.732,2.266,2.349,2.054,2.111
"777",8144,74.96,179.02,147.82,92.99,191.99,164.69,104.25,202.52,153.03,0.676,1.934,2.276,2.075,1.991,2.296,2.284,1.908,1.619
"778",8155,78.45,165.62,124.53,NA,NA,NA,NA,NA,NA,0.769,1.762,1.8,NA,NA,NA,NA,NA,NA
"779",8160,57.08,123.23,90.21,62.77,149.07,121.37,84.84,116.22,145.07,-0.059,1.217,1.192,0.293,1.282,1.424,0.845,0.707,1.456
"780",8161,56.06,152.75,121.46,69.42,173.63,144.64,NA,NA,NA,-0.093,1.628,1.718,0.691,1.64,1.785,NA,NA,NA
"781",8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",8228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",8229,56.14,120.46,90.09,64.61,154.91,116.97,93.41,179.52,128.65,-0.078,1.207,1.195,0.412,1.317,1.222,1.32,1.37,1.168
"784",8230,25.5,106.53,88.38,59.81,144.18,117.09,72.64,182.34,123.07,-1.525,1.059,1.142,0.099,1.183,1.225,0.301,1.411,1.079
"785",8236,53.38,143.62,89.82,68.54,148.22,103.74,73.53,168.6,127.96,-0.18,1.517,1.196,0.607,1.239,1.045,0.338,1.228,1.157
"786",8237,39.5,147.39,87.57,63.69,167.75,111.45,72.12,192.12,125.96,-0.751,1.602,1.114,0.316,1.553,1.227,0.28,1.587,1.125
"787",8240,60.73,144.19,128.41,77.03,182.74,141.17,96.28,172.7,155.52,0.135,1.415,1.857,1.135,1.8,1.747,1.514,1.278,1.676
"788",8261,NA,NA,NA,78.06,160.27,151.87,97.58,181.06,169.6,NA,NA,NA,1.18,1.361,1.885,1.611,1.392,2.226
"789",8286,44.37,102.4,84.33,54.81,138.19,107.52,79.36,144.64,135.83,-0.533,0.957,1.054,-0.067,1.072,1.038,0.588,0.975,1.289
"790",8300,28.02,118.38,74.9,49.72,145.12,106.91,46.88,129.98,108.54,-1.342,1.195,0.901,-0.313,1.192,1.039,-0.707,0.837,0.863
"791",8305,59.83,147.31,81.29,85.4,189.52,129.89,88.06,173.79,149.08,0.08,1.575,1.016,1.534,1.924,1.47,1.01,1.292,1.534
"792",8319,59.76,159.06,67.2,67.81,167.75,93.03,95.6,191.3,142.33,0.074,1.697,0.739,0.572,1.555,0.962,1.465,1.57,1.404
"793",8321,59.5,167.06,132.98,NA,NA,NA,NA,NA,NA,0.039,1.828,1.899,NA,NA,NA,NA,NA,NA
"794",8332,63.97,148.22,103.44,NA,NA,NA,NA,NA,NA,0.254,1.559,1.378,NA,NA,NA,NA,NA,NA
"795",8346,70.16,178.84,145.39,83.1,193.61,159.63,105.53,195.46,171.15,0.455,1.918,2.209,1.457,2.044,2.189,2.478,1.667,2.381
"796",8347,54.72,165.33,108.38,67.1,182.75,140.94,94.66,172.67,158.85,-0.135,1.795,1.499,0.522,1.8,1.657,1.401,1.278,1.761
"797",8356,43.69,106.28,70.09,44.97,157.24,100.84,60.33,146.89,91.59,-0.576,1.066,0.789,-0.62,1.386,0.985,-0.182,0.996,0.632
"798",8364,61.25,145.91,103.46,66.3,144.26,138.35,80.78,181.25,160.66,0.131,1.541,1.384,0.486,1.184,1.605,0.653,1.395,1.813
"799",8372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",8383,57.37,175.58,91.5,NA,NA,NA,NA,NA,NA,0.014,1.949,1.224,NA,NA,NA,NA,NA,NA
"801",8389,38.38,104.22,88.29,NA,NA,NA,NA,NA,NA,-0.796,0.981,1.134,NA,NA,NA,NA,NA,NA
"802",8394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",8401,45.49,126.05,88.23,53.26,149.9,129.11,80.59,167.31,129.58,-0.518,1.349,1.127,-0.135,1.263,1.386,0.644,1.212,1.183
"804",8403,80.71,172.5,126.98,NA,NA,NA,NA,NA,NA,0.927,1.931,1.828,NA,NA,NA,NA,NA,NA
"805",8405,75.3,169.58,123.49,82.63,196.7,145.9,106.94,208.16,163.86,0.749,1.873,1.749,1.432,2.088,1.833,2.752,2.304,1.92
"806",8419,66.46,161.93,134.07,85.07,174.62,162.39,104.96,202.44,164.95,0.313,1.721,1.962,1.649,1.636,2.359,2.387,1.904,1.963
"807",8423,61.53,NA,NA,75.64,126.31,NA,NA,NA,NA,0.069,NA,NA,0.997,1.009,NA,NA,NA,NA
"808",8430,54.8,168.12,71.64,67.93,167.41,114.41,93.02,195.88,139.37,-0.137,1.844,0.816,0.515,1.552,1.153,1.295,1.678,1.35
"809",8452,62.7,91.82,116.5,63.94,130.31,116.57,81,114.38,131.01,0.198,0.911,1.603,0.378,1.027,1.122,0.663,0.689,1.207
"810",8456,69.88,179.82,104.73,87.65,193.71,142.56,97.92,208.44,166.96,0.488,2.027,1.426,1.727,1.978,1.735,1.637,2.338,2.056
"811",8460,52.24,124.99,73,76.42,144.72,108.94,86.71,162.7,125.91,-0.236,1.297,0.84,1.033,1.208,1.066,0.939,1.16,1.124
"812",8464,39.18,60.28,89.69,47.03,85.41,110.89,52.77,152.47,126.59,-0.767,0.155,1.177,-0.483,0.506,1.092,-0.473,1.051,1.135
"813",8474,76.9,164.69,136,84.74,178.69,160.7,107.02,197.95,168.78,0.834,1.806,1.984,1.583,1.652,2.257,2.769,1.737,2.165
"814",8477,58.79,101.91,126.16,80.17,146.75,141.39,97.16,168.33,157.93,-0.015,0.966,1.78,1.315,1.183,1.688,1.579,1.224,1.736
"815",8478,38.28,89.99,88.69,71.03,149.08,106.38,97.72,190.05,122.91,-0.807,0.822,1.141,0.749,1.285,1.03,1.622,1.544,1.077
"816",8479,69.56,127.49,112.16,76.62,175.56,140.51,103.98,187.19,169.28,0.47,1.402,1.538,1.118,1.609,1.647,2.247,1.491,2.201
"817",8511,22.92,99.66,61.48,47.72,125.46,83.08,76.8,147.49,101.6,-1.736,0.962,0.587,-0.465,0.988,0.767,0.476,1.002,0.767
"818",8524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",8536,55.5,143.97,128.9,63.9,168.64,149.04,91.93,189.67,154.29,-0.11,1.49,1.859,0.353,1.509,1.878,1.229,1.537,1.647
"820",8588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",8607,45.01,126.15,101.61,65.59,148.37,147.15,86.36,170.76,166.84,-0.536,1.299,1.339,0.459,1.243,1.849,0.922,1.254,2.05
"822",8614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",8672,27.78,88.36,71.61,43.47,109.35,102,81.21,139,126.92,-1.349,0.789,0.815,-0.681,0.818,1.003,0.672,0.921,1.14
"824",8677,47.86,120.55,101.77,NA,NA,NA,NA,NA,NA,-0.38,1.206,1.339,NA,NA,NA,NA,NA,NA
"825",8686,27,69.38,65.23,34.74,87.67,79.88,NA,NA,NA,-1.416,0.433,0.693,-1.202,0.506,0.627,NA,NA,NA
"826",8688,57.26,141.93,115.3,62.63,170.84,154,89.62,184.26,155.24,-0.013,1.413,1.601,0.333,1.605,2.002,1.095,1.441,1.669
"827",8690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",8700,39.49,102.11,70.72,41.83,105.95,89.79,79.8,156.7,123.46,-0.758,0.951,0.8,-0.785,0.799,0.814,0.608,1.095,1.085
"829",8701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",8703,33.73,106.99,51.76,40.16,123.35,54.94,NA,NA,NA,-1.02,1.102,0.294,-0.867,0.947,0.129,NA,NA,NA
"831",8706,62,134.94,124.63,85.95,172.54,145.4,97.91,201.99,163.77,0.182,1.35,1.768,1.65,1.579,1.802,1.637,1.884,1.917
"832",8720,48.67,118.72,72.21,54.92,167.4,95.32,69.63,132.89,110.12,-0.361,1.205,0.828,-0.104,1.489,0.906,0.179,0.864,0.886
"833",8722,55.43,147.41,89.94,NA,NA,NA,NA,NA,NA,-0.09,1.524,1.199,NA,NA,NA,NA,NA,NA
"834",8728,29.75,78,75.46,45.29,101.95,93.81,NA,NA,NA,-1.254,0.584,0.911,-0.588,0.694,0.899,NA,NA,NA
"835",8747,39.03,126.51,104.07,66.03,151.95,131.04,NA,NA,NA,-0.772,1.325,1.405,0.469,1.273,1.518,NA,NA,NA
"836",8765,27.26,95.63,83.3,35.3,116.77,92.62,60.16,137.6,114.3,-1.391,0.909,1.041,-1.158,0.928,0.869,-0.188,0.908,0.946
"837",8774,43.09,147.04,112.33,NA,NA,NA,NA,NA,NA,-0.591,1.526,1.549,NA,NA,NA,NA,NA,NA
"838",8775,77.57,162.49,137.91,NA,NA,NA,NA,NA,NA,0.715,1.761,2.052,NA,NA,NA,NA,NA,NA
"839",8785,78.98,171.67,134.23,83.35,183.21,168.02,NA,NA,NA,0.868,1.908,1.956,1.47,1.801,2.524,NA,NA,NA
"840",8787,53.72,126.21,103.28,60.25,164.94,131.81,102.48,191.01,140.45,-0.161,1.36,1.377,0.155,1.416,1.502,2.064,1.564,1.37
"841",8798,64.43,163.2,141.74,82.64,185.73,156.58,100.55,200.31,168.43,0.271,1.779,2.129,1.409,1.912,2.043,1.864,1.817,2.141
"842",8799,53.63,108.45,85.57,59.01,152.42,129.21,NA,NA,NA,-0.166,1.09,1.07,0.114,1.29,1.46,NA,NA,NA
"843",8808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",8828,55.19,125.77,129.78,70.59,160.76,150.42,94.56,195.19,166.19,-0.102,1.243,1.855,0.696,1.367,1.826,1.394,1.66,2.018
"845",8846,27.7,111.64,60.62,46.84,137.45,103.84,NA,NA,NA,-1.386,1.162,0.562,-0.527,1.11,0.97,NA,NA,NA
"846",8850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",8852,38.16,144.64,89.23,NA,NA,NA,NA,NA,NA,-0.809,1.523,1.176,NA,NA,NA,NA,NA,NA
"848",8853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",8854,43.21,128.26,68.82,61.33,147.13,114.78,80.45,177.79,149.95,-0.589,1.378,0.769,0.262,1.232,1.146,0.638,1.346,1.552
"850",8861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",8862,53.02,141.7,107.72,74.38,166.92,141.9,78.24,183.97,154.55,-0.197,1.462,1.481,0.939,1.534,1.69,0.539,1.437,1.653
"852",8863,30.58,148.13,103.11,51.1,169.32,131.71,66.54,195.53,130.74,-1.248,1.606,1.374,-0.277,1.571,1.454,0.057,1.669,1.203
"853",8866,50.61,126.7,89.49,61.68,148.41,111.16,79.1,172.46,121.89,-0.297,1.362,1.186,0.279,1.26,1.242,0.577,1.275,1.061
"854",8867,48.37,125.69,103.98,70.77,147.48,127.38,81.02,162.86,148.72,-0.383,1.336,1.397,0.73,1.247,1.407,0.663,1.161,1.527
"855",8868,44.76,106.3,106.25,NA,NA,NA,NA,NA,NA,-0.513,1.111,1.452,NA,NA,NA,NA,NA,NA
"856",8872,31.05,97.94,68.74,NA,NA,NA,NA,NA,NA,-1.167,0.929,0.767,NA,NA,NA,NA,NA,NA
"857",8874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858",8890,47.95,147.06,124.15,67.97,156.4,141.63,90.02,188.84,150.55,-0.397,1.479,1.772,0.511,1.381,1.699,1.117,1.521,1.565
"859",8893,48.48,107.06,112.24,68.31,146.29,132.63,NA,NA,NA,-0.377,1.092,1.528,0.558,1.169,1.549,NA,NA,NA
"860",8904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861",8925,61.66,163.27,114.67,72.72,171.61,151.63,89.53,185,161.23,0.127,1.771,1.583,0.796,1.556,1.871,1.09,1.454,1.83
"862",8931,51.99,146.68,116,55.26,164.91,130.15,81.35,197.57,151.93,-0.23,1.461,1.591,-0.072,1.457,1.478,0.679,1.726,1.594
"863",8938,44.63,128.17,96.26,NA,NA,NA,NA,NA,NA,-0.532,1.362,1.27,NA,NA,NA,NA,NA,NA
"864",8951,42.34,126.26,120.9,70.18,128.06,144.58,97.45,180.69,163.66,-0.627,1.374,1.704,0.662,1.058,1.788,1.601,1.387,1.912
"865",8975,51.65,163.69,131.53,70.58,165.69,151.12,90.45,198.81,143.25,-0.253,1.714,1.889,0.676,1.429,1.934,1.142,1.765,1.421
"866",8981,36.39,124.95,79.82,NA,NA,NA,NA,NA,NA,-0.893,1.255,1.003,NA,NA,NA,NA,NA,NA
"867",9003,51.96,149.38,122.04,76.24,181.98,140.25,87.39,195.24,155.22,-0.234,1.525,1.749,1.037,1.784,1.657,0.975,1.661,1.669
"868",9029,42.87,126.24,97.51,60.64,165.59,136.44,80.17,184.94,148.58,-0.609,1.265,1.296,0.179,1.436,1.557,0.625,1.452,1.524
"869",9042,72.71,153.59,136.32,73.88,148.13,151.5,89.03,167.81,162.79,0.606,1.672,1.996,0.864,1.263,1.974,1.063,1.218,1.881
"870",9055,30.92,105.14,59.11,35.24,128.3,100.01,79.14,123.77,102.76,-1.182,1,0.525,-1.161,1.044,0.863,0.579,0.779,0.783
"871",9072,32.64,107,86.28,NA,NA,NA,67.85,135.4,126.76,-1.079,1.083,1.09,NA,NA,NA,0.108,0.887,1.138
"872",9074,51.75,144.42,119.86,60.48,180.54,148.57,87.99,192.94,140.39,-0.242,1.427,1.674,0.192,1.685,1.879,1.007,1.605,1.369
"873",9084,24.58,90.11,80.73,NA,NA,NA,NA,NA,NA,-1.596,0.83,1.012,NA,NA,NA,NA,NA,NA
"874",9091,39.78,135.1,87.62,47.17,147.12,110.27,75.98,185.18,137.38,-0.751,1.379,1.104,-0.469,1.221,1.198,0.441,1.456,1.315
"875",9094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876",9097,47.94,148.11,116.53,NA,NA,NA,NA,NA,NA,-0.393,1.571,1.587,NA,NA,NA,NA,NA,NA
"877",9121,31.77,105.91,80.06,NA,NA,NA,NA,NA,NA,-1.124,1.051,1.006,NA,NA,NA,NA,NA,NA
"878",9127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879",9142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880",9155,54.94,164.06,116.07,72.23,165.21,104.14,NA,NA,NA,-0.109,1.783,1.587,0.798,1.46,1.072,NA,NA,NA
"881",9169,53.54,170.23,131.44,78.01,169.7,135.45,91.9,200.89,165.95,-0.132,1.885,1.929,1.129,1.603,1.516,1.227,1.839,2.006
"882",9174,57.72,122.47,105.51,75.19,148.97,141.82,101.83,184.34,155.08,-0.02,1.208,1.454,1.015,1.284,1.688,1.993,1.443,1.666
"883",9195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",9263,50.47,147.8,122.03,58.5,168.58,134.91,101.76,179.84,147.9,-0.292,1.567,1.709,0.061,1.56,1.608,1.985,1.374,1.511
"885",9290,81.93,195.13,135.38,NA,NA,NA,NA,NA,NA,1.016,2.397,1.986,NA,NA,NA,NA,NA,NA
"886",9296,59.37,150.48,146.72,NA,NA,NA,NA,NA,NA,0.045,1.62,2.242,NA,NA,NA,NA,NA,NA
"887",9300,NA,NA,NA,95.6,191.26,157.79,100.95,206.38,170.04,NA,NA,NA,2.449,1.869,2.095,1.903,2.135,2.264
"888",9302,NA,NA,NA,73.99,184.1,151.98,NA,NA,NA,NA,NA,NA,0.877,1.767,1.981,NA,NA,NA
"889",9307,35.18,68.1,57.44,44.92,102.36,66.53,41.16,93.73,72.22,-0.953,0.368,0.477,-0.629,0.707,0.434,-0.95,0.466,0.343
"890",9337,30.07,59.77,64.67,40.99,75.91,85.36,53.82,107.94,84.99,-1.22,0.145,0.67,-0.836,0.343,0.716,-0.432,0.624,0.54
"891",9352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",9369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893",9380,58.88,167.17,98.47,61.97,129.64,100.21,77.26,179.47,128.14,0.053,1.867,1.308,0.279,1.082,0.986,0.496,1.369,1.16
"894",9387,63.51,146.33,113.26,NA,NA,NA,NA,NA,NA,0.227,1.516,1.548,NA,NA,NA,NA,NA,NA
"895",9396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896",9404,60.45,142.24,108.45,63.6,182.25,121.34,92.28,175.91,137.21,0.105,1.435,1.478,0.335,1.797,1.334,1.25,1.32,1.312
"897",9413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
